Nominal mass	Compositions	Charges
688	H68C45O5,H68C44CxO5,H68C45O4Ox,H68C43Cx2O5,H68C42Cx3O5	1
688	H73C37N2O7P,H73C36CxN2O7P,H73C37N2O6OxP,H73C35Cx2N2O7P,H73C34Cx3N2O7P	-1,1
688	H77C38N2O6P,H77C37CxN2O6P,H77C38N2O5OxP,H77C36Cx2N2O6P,H77C35Cx3N2O6P	1
688	H80C40O8,H80C39CxO8,H80C40O7Ox,H80C38Cx2O8,H80C37Cx3O8	-1,1
689	H43C36N5O7S,H43C35CxN5O7S,H43C36N5O7Sx,H43C36N5O6OxS,H43C34Cx2N5O7S,H43C33Cx3N5O7S	-1,1
689	H43C37N3O10,H43C36CxN3O10,H43C37N3O9Ox,H43C35Cx2N3O10,H43C34Cx3N3O10	-1,1
689	H43C35N7O6S,H43C34CxN7O6S,H43C35N7O6Sx,H43C35N7O5OxS,H43C33Cx2N7O6S,H43C32Cx3N7O6S	-1,1
689	H59C30NO10S3,H59C29CxNO10S3,H59C30NO10S2Sx,H59C30NO9OxS3,H59C28Cx2NO10S3,H59C27Cx3NO10S3	-1
689	H39C39N13,H39C38CxN13,H39C37Cx2N13,H39C36Cx3N13	-1,1
689	H59C34NO13,H59C33CxNO13,H59C34NO12Ox,H59C32Cx2NO13,H59C31Cx3NO13	1
689	H75C6NO33,H75C5CxNO33,H75C6NO32Ox,H75C4Cx2NO33,H75C3Cx3NO33	-1,1
689	H68C36NO9P,H68C35CxNO9P,H68C36NO8OxP,H68C34Cx2NO9P,H68C33Cx3NO9P	-1,1
690	N6P6Cl12,N6P6Cl11Clx	-1,1
689	H72C37NO8P,H72C36CxNO8P,H72C37NO7OxP,H72C35Cx2NO8P,H72C34Cx3NO8P	-1,1
689	H76C38NO7P,H76C37CxNO7P,H76C38NO6OxP,H76C36Cx2NO7P,H76C35Cx3NO7P	-1,1
689	H71C45NO4,H71C44CxNO4,H71C45NO3Ox,H71C43Cx2NO4,H71C42Cx3NO4	-1
690	O24V6,O23OxV6	-1
689	H95C47NO,H95C46CxNO,H95C45Cx2NO,H95C44Cx3NO	-1,1
690	H42C38N4O6Ca,H42C37CxN4O6Ca,H42C38N4O5OxCa,H42C36Cx2N4O6Ca,H42C35Cx3N4O6Ca	-1,1
690	H46C35O14,H46C34CxO14,H46C35O13Ox,H46C33Cx2O14,H46C32Cx3O14	-1,1
690	H50C34N4O9S,H50C33CxN4O9S,H50C34N4O9Sx,H50C34N4O8OxS,H50C32Cx2N4O9S,H50C31Cx3N4O9S	-1,1
690	H50C41N6S2,H50C40CxN6S2,H50C41N6SSx,H50C39Cx2N6S2,H50C38Cx3N6S2	-1,1
690	H47C37N6O6F,H47C36CxN6O6F,H47C37N6O5OxF,H47C35Cx2N6O6F,H47C34Cx3N6O6F	1
690	H54C35N4O8S,H54C34CxN4O8S,H54C35N4O8Sx,H54C35N4O7OxS,H54C33Cx2N4O8S,H54C32Cx3N4O8S	1
690	H50C42N4O5,H50C41CxN4O5,H50C42N4O4Ox,H50C40Cx2N4O5,H50C39Cx3N4O5	-1,1
690	H53C37N4O5F3,H53C36CxN4O5F3,H53C37N4O4OxF3,H53C35Cx2N4O5F3,H53C34Cx3N4O5F3	-1,1
690	H62C33N4O7S2,H62C32CxN4O7S2,H62C33N4O7SSx,H62C33N4O6OxS2,H62C31Cx2N4O7S2,H62C30Cx3N4O7S2	1
690	H50C44N8,H50C43CxN8,H50C42Cx2N8,H50C41Cx3N8	1
690	H66C36O12,H66C35CxO12,H66C36O11Ox,H66C34Cx2O12,H66C33Cx3O12	-1,1
690	H62C37N4O8,H62C36CxN4O8,H62C37N4O7Ox,H62C35Cx2N4O8,H62C34Cx3N4O8	-1,1
690	H75C38O8P,H75C37CxO8P,H75C38O7OxP,H75C36Cx2O8P,H75C35Cx3O8P	1
691	H45C26NO20,H45C25CxNO20,H45C26NO19Ox,H45C24Cx2NO20,H45C23Cx3NO20	-1,1
691	H46C34N3O10Cl,H46C33CxN3O10Cl,H46C34N3O10Clx,H46C34N3O9OxCl,H46C32Cx2N3O10Cl,H46C31Cx3N3O10Cl	-1,1
691	H53C34N5O8S,H53C33CxN5O8S,H53C34N5O8Sx,H53C34N5O7OxS,H53C32Cx2N5O8S,H53C31Cx3N5O8S	-1,1
691	H58C32N3O9PS,H58C31CxN3O9PS,H58C32N3O9PSx,H58C32N3O8OxPS,H58C30Cx2N3O9PS,H58C29Cx3N3O9PS	-1,1
691	H57C41NO8,H57C40CxNO8,H57C41NO7Ox,H57C39Cx2NO8,H57C38Cx3NO8	1
691	H70C36NO9P,H70C35CxNO9P,H70C36NO8OxP,H70C34Cx2NO9P,H70C33Cx3NO9P	-1,1
691	H73C37NO6S2,H73C36CxNO6S2,H73C37NO6SSx,H73C37NO5OxS2,H73C35Cx2NO6S2,H73C34Cx3NO6S2	-1,1
691	H74C37NO8P,H74C36CxNO8P,H74C37NO7OxP,H74C35Cx2NO8P,H74C34Cx3NO8P	1
692	H26C20N10O14P2,H26C19CxN10O14P2,H26C20N10O13OxP2,H26C18Cx2N10O14P2,H26C17Cx3N10O14P2	1
692	H36C40O11,H36C39CxO11,H36C40O10Ox,H36C38Cx2O11,H36C37Cx3O11	1
692	H40C33O16,H40C32CxO16,H40C33O15Ox,H40C31Cx2O16,H40C30Cx3O16	-1
692	H44C38O12,H44C37CxO12,H44C38O11Ox,H44C36Cx2O12,H44C35Cx3O12	-1,1
692	H48C35O14,H48C34CxO14,H48C35O13Ox,H48C33Cx2O14,H48C32Cx3O14	-1,1
692	H48C37N4O9,H48C36CxN4O9,H48C37N4O8Ox,H48C35Cx2N4O9,H48C34Cx3N4O9	-1
692	H64C31O16,H64C30CxO16,H64C31O15Ox,H64C29Cx2O16,H64C28Cx3O16	1
692	H60C41N2O7,H60C40CxN2O7,H60C41N2O6Ox,H60C39Cx2N2O7,H60C38Cx3N2O7	-1,1
692	H69C36O10P,H69C35CxO10P,H69C36O9OxP,H69C34Cx2O10P,H69C33Cx3O10P	-1,1
692	H64C37N4O8,H64C36CxN4O8,H64C37N4O7Ox,H64C35Cx2N4O8,H64C34Cx3N4O8	1
693	H51C27O16P2,H51C26CxO16P2,H51C27O15OxP2,H51C25Cx2O16P2,H51C24Cx3O16P2	1
693	H37C39N3O2F6,H37C38CxN3O2F6,H37C39N3OOxF6,H37C37Cx2N3O2F6,H37C36Cx3N3O2F6	-1,1
693	H45C28N4O16,H45C27CxN4O16,H45C28N4O15Ox,H45C26Cx2N4O16,H45C25Cx3N4O16	-1,1
693	H64C38NO8P,H64C37CxNO8P,H64C38NO7OxP,H64C36Cx2NO8P,H64C35Cx3NO8P	-1,1
693	H59C39N5O6,H59C38CxN5O6,H59C39N5O5Ox,H59C37Cx2N5O6,H59C36Cx3N5O6	-1,1
693	H68C39NO7P,H68C38CxNO7P,H68C39NO6OxP,H68C37Cx2NO7P,H68C36Cx3NO7P	-1,1
693	H63C35N7O7,H63C34CxN7O7,H63C35N7O6Ox,H63C33Cx2N7O7,H63C32Cx3N7O7	-1
693	H67C39NO9,H67C38CxNO9,H67C39NO8Ox,H67C37Cx2NO9,H67C36Cx3NO9	-1,1
693	H87C44NO4,H87C43CxNO4,H87C44NO3Ox,H87C42Cx2NO4,H87C41Cx3NO4	-1,1
693	H91C45NOS,H91C44CxNOS,H91C45NOSx,H91C43Cx2NOS,H91C42Cx3NOS	1
694	H28C34N2O12F2,H28C33CxN2O12F2,H28C34N2O11OxF2,H28C32Cx2N2O12F2,H28C31Cx3N2O12F2	-1
694	H34C34N2O14,H34C33CxN2O14,H34C34N2O13Ox,H34C32Cx2N2O14,H34C31Cx3N2O14	-1
694	H38C44O8,H38C43CxO8,H38C44O7Ox,H38C42Cx2O8,H38C41Cx3O8	1
694	H46C34O15,H46C33CxO15,H46C34O14Ox,H46C32Cx2O15,H46C31Cx3O15	-1,1
694	H62C6O35,H62C5CxO35,H62C6O34Ox,H62C4Cx2O35,H62C3Cx3O35	1
694	H45C34N4O8F3,H45C33CxN4O8F3,H45C34N4O7OxF3,H45C32Cx2N4O8F3,H45C31Cx3N4O8F3	-1,1
694	H54C36O13,H54C35CxO13,H54C36O12Ox,H54C34Cx2O13,H54C33Cx3O13	-1,1
694	H62C38O11,H62C37CxO11,H62C38O10Ox,H62C36Cx2O11,H62C35Cx3O11	-1,1
694	H66C35O13,H66C34CxO13,H66C35O12Ox,H66C33Cx2O13,H66C32Cx3O13	-1,1
694	H71C36O10P,H71C35CxO10P,H71C36O9OxP,H71C34Cx2O10P,H71C33Cx3O10P	-1,1
694	H86C44O3S,H86C43CxO3S,H86C44O3Sx,H86C44O2OxS,H86C42Cx2O3S,H86C41Cx3O3S	-1,1
695	H37C27N9O7S3,H37C26CxN9O7S3,H37C27N9O7S2Sx,H37C27N9O6OxS3,H37C25Cx2N9O7S3,H37C24Cx3N9O7S3	-1
695	H45C27N5O16,H45C26CxN5O16,H45C27N5O15Ox,H45C25Cx2N5O16,H45C24Cx3N5O16	-1
695	H45C37NO12,H45C36CxNO12,H45C37NO11Ox,H45C35Cx2NO12,H45C34Cx3NO12	-1,1
695	H49C40N5O6,H49C39CxN5O6,H49C40N5O5Ox,H49C38Cx2N5O6,H49C37Cx3N5O6	1
695	H58C36NO10P,H58C35CxNO10P,H58C36NO9OxP,H58C34Cx2NO10P,H58C33Cx3NO10P	-1,1
695	H53C37N5O8,H53C36CxN5O8,H53C37N5O7Ox,H53C35Cx2N5O8,H53C34Cx3N5O8	1
695	H61C37NO11,H61C36CxNO11,H61C37NO10Ox,H61C35Cx2NO11,H61C34Cx3NO11	-1,1
695	H66C38NO8P,H66C37CxNO8P,H66C38NO7OxP,H66C36Cx2NO8P,H66C35Cx3NO8P	-1,1
695	H70C39NO7P,H70C38CxNO7P,H70C39NO6OxP,H70C37Cx2NO7P,H70C36Cx3NO7P	1
695	H73C40NO8,H73C39CxNO8,H73C40NO7Ox,H73C38Cx2NO8,H73C37Cx3NO8	1
695	H89C44NO2S,H89C43CxNO2S,H89C44NO2Sx,H89C44NOOxS,H89C42Cx2NO2S,H89C41Cx3NO2S	-1
695	H89C44NO4,H89C43CxNO4,H89C44NO3Ox,H89C42Cx2NO4,H89C41Cx3NO4	1
696	H28C30N6O6S4,H28C29CxN6O6S4,H28C30N6O6S3Sx,H28C30N6O5OxS4,H28C28Cx2N6O6S4,H28C27Cx3N6O6S4	-1,1
696	H44C37O13,H44C36CxO13,H44C37O12Ox,H44C35Cx2O13,H44C34Cx3O13	-1,1
696	H72C24Si12,H72C23CxSi12,H72C22Cx2Si12,H72C21Cx3Si12	-1,1
696	H56C22N4O18S,H56C21CxN4O18S,H56C22N4O18Sx,H56C22N4O17OxS,H56C20Cx2N4O18S,H56C19Cx3N4O18S	-1,1
696	H52C35O14,H52C34CxO14,H52C35O13Ox,H52C33Cx2O14,H52C32Cx3O14	-1,1
696	H48C41N2O8,H48C40CxN2O8,H48C41N2O7Ox,H48C39Cx2N2O8,H48C38Cx3N2O8	-1,1
696	H56C36O13,H56C35CxO13,H56C36O12Ox,H56C34Cx2O13,H56C33Cx3O13	-1,1
696	H52C41N4O6,H52C40CxN4O6,H52C41N4O5Ox,H52C39Cx2N4O6,H52C38Cx3N4O6	1
696	H64C38O11,H64C37CxO11,H64C38O10Ox,H64C36Cx2O11,H64C35Cx3O11	-1,1
696	H69C39O8P,H69C38CxO8P,H69C39O7OxP,H69C37Cx2O8P,H69C36Cx3O8P	-1,1
696	H69C38N2O7P,H69C37CxN2O7P,H69C38N2O6OxP,H69C36Cx2N2O7P,H69C35Cx3N2O7P	-1,1
696	H68C36N6O7,H68C35CxN6O7,H68C36N6O6Ox,H68C34Cx2N6O7,H68C33Cx3N6O7	1
696	H73C39N2O6P,H73C38CxN2O6P,H73C39N2O5OxP,H73C37Cx2N2O6P,H73C36Cx3N2O6P	1
696	H80C50O,H80C49CxO,H80C48Cx2O,H80C47Cx3O	1
697	HO9W3,HO8OxW3	1
697	H37C21N3O17P2S,H37C20CxN3O17P2S,H37C21N3O17P2Sx,H37C21N3O16OxP2S,H37C19Cx2N3O17P2S,H37C18Cx3N3O17P2S	-1,1
697	H45C36N5O5Cl2,H45C35CxN5O5Cl2,H45C36N5O5ClClx,H45C36N5O4OxCl2,H45C34Cx2N5O5Cl2,H45C33Cx3N5O5Cl2	-1,1
697	H47C37NO12,H47C36CxNO12,H47C37NO11Ox,H47C35Cx2NO12,H47C34Cx3NO12	-1,1
697	H59C12NO30,H59C11CxNO30,H59C12NO29Ox,H59C10Cx2NO30,H59C9Cx3NO30	-1
697	H65C6O35,H65C5CxO35,H65C6O34Ox,H65C4Cx2O35,H65C3Cx3O35	-1,1
697	H46C37N5O5F3,H46C36CxN5O5F3,H46C37N5O4OxF3,H46C35Cx2N5O5F3,H46C34Cx3N5O5F3	1
697	H51C35N7O8,H51C34CxN7O8,H51C35N7O7Ox,H51C33Cx2N7O8,H51C32Cx3N7O8	-1,1
697	H57C32N8O9,H57C31CxN8O9,H57C32N8O8Ox,H57C30Cx2N8O9,H57C29Cx3N8O9	1
697	H68C38NO8P,H68C37CxNO8P,H68C38NO7OxP,H68C36Cx2NO8P,H68C35Cx3NO8P	1
697	H75C40NO8,H75C39CxNO8,H75C40NO7Ox,H75C38Cx2NO8,H75C37Cx3NO8	1
697	H87C43NO5,H87C42CxNO5,H87C43NO4Ox,H87C41Cx2NO5,H87C40Cx3NO5	-1,1
698	H34C42O10,H34C41CxO10,H34C42O9Ox,H34C40Cx2O10,H34C39Cx3O10	-1
698	H43C33O14Cl,H43C32CxO14Cl,H43C33O14Clx,H43C33O13OxCl,H43C31Cx2O14Cl,H43C30Cx3O14Cl	-1,1
698	H42C40O11,H42C39CxO11,H42C40O10Ox,H42C38Cx2O11,H42C37Cx3O11	1
698	H45C37N4O6F3,H45C36CxN4O6F3,H45C37N4O5OxF3,H45C35Cx2N4O6F3,H45C34Cx3N4O6F3	-1
698	H50C38O12,H50C37CxO12,H50C38O11Ox,H50C36Cx2O12,H50C35Cx3O12	-1,1
698	H66C6O35,H66C5CxO35,H66C6O34Ox,H66C4Cx2O35,H66C3Cx3O35	1
698	H64C34N2O6SCl2,H64C33CxN2O6SCl2,H64C34N2O6SxCl2,H64C34N2O6SClClx,H64C34N2O5OxSCl2,H64C32Cx2N2O6SCl2,H64C31Cx3N2O6SCl2	-1,1
698	H58C36O13,H58C35CxO13,H58C36O12Ox,H58C34Cx2O13,H58C33Cx3O13	-1,1
698	H66C34O12S,H66C33CxO12S,H66C34O12Sx,H66C34O11OxS,H66C32Cx2O12S,H66C31Cx3O12S	-1,1
698	H71C39O8P,H71C38CxO8P,H71C39O7OxP,H71C37Cx2O8P,H71C36Cx3O8P	-1
698	H75C39N2O6P,H75C38CxN2O6P,H75C39N2O5OxP,H75C37Cx2N2O6P,H75C36Cx3N2O6P	1
698	H82C42O5S,H82C41CxO5S,H82C42O5Sx,H82C42O4OxS,H82C40Cx2O5S,H82C39Cx3O5S	1
698	H78C49O2,H78C48CxO2,H78C49OOx,H78C47Cx2O2,H78C46Cx3O2	1
699	H33C29N9O12,H33C28CxN9O12,H33C29N9O11Ox,H33C27Cx2N9O12,H33C26Cx3N9O12	-1
699	H33C39N5O8,H33C38CxN5O8,H33C39N5O7Ox,H33C37Cx2N5O8,H33C36Cx3N5O8	-1
699	H45C27N3O18,H45C26CxN3O18,H45C27N3O17Ox,H45C25Cx2N3O18,H45C24Cx3N3O18	-1,1
699	H47C28N2O18,H47C27CxN2O18,H47C28N2O17Ox,H47C26Cx2N2O18,H47C25Cx3N2O18	-1,1
699	H45C36NO13,H45C35CxNO13,H45C36NO12Ox,H45C34Cx2NO13,H45C33Cx3NO13	-1,1
699	H49C37NO12,H49C36CxNO12,H49C37NO11Ox,H49C35Cx2NO12,H49C34Cx3NO12	-1
699	H45C42N5O5,H45C41CxN5O5,H45C42N5O4Ox,H45C40Cx2N5O5,H45C39Cx3N5O5	1
699	H49C39N5O7,H49C38CxN5O7,H49C39N5O6Ox,H49C37Cx2N5O7,H49C36Cx3N5O7	1
699	H62C36NO10P,H62C35CxNO10P,H62C36NO9OxP,H62C34Cx2NO10P,H62C33Cx3NO10P	-1,1
699	H66C38NO9F,H66C37CxNO9F,H66C38NO8OxF,H66C36Cx2NO9F,H66C35Cx3NO9F	-1,1
699	H70C38NO8P,H70C37CxNO8P,H70C38NO7OxP,H70C36Cx2NO8P,H70C35Cx3NO8P	1
699	H74C39NO7P,H74C38CxNO7P,H74C39NO6OxP,H74C37Cx2NO7P,H74C36Cx3NO7P	-1,1
699	H77C40NO8,H77C39CxNO8,H77C40NO7Ox,H77C38Cx2NO8,H77C37Cx3NO8	-1,1
699	H85C42NO4S,H85C41CxNO4S,H85C42NO4Sx,H85C42NO3OxS,H85C40Cx2NO4S,H85C39Cx3NO4S	1
699	H85C42NO6,H85C41CxNO6,H85C42NO5Ox,H85C40Cx2NO6,H85C39Cx3NO6	-1,1
700	C14F28,C13CxF28,C12Cx2F28,C11Cx3F28	1
700	H44C28O20,H44C27CxO20,H44C28O19Ox,H44C26Cx2O20,H44C25Cx3O20	-1
700	H40C39O12,H40C38CxO12,H40C39O11Ox,H40C37Cx2O12,H40C36Cx3O12	-1,1
700	H44C27N2O19,H44C26CxN2O19,H44C27N2O18Ox,H44C25Cx2N2O19,H44C24Cx3N2O19	-1,1
700	H45C35N4O7SCl,H45C34CxN4O7SCl,H45C35N4O7SxCl,H45C35N4O7SClx,H45C35N4O6OxSCl,H45C33Cx2N4O7SCl,H45C32Cx3N4O7SCl	-1,1
700	H44C40O11,H44C39CxO11,H44C40O10Ox,H44C38Cx2O11,H44C37Cx3O11	-1,1
700	H48C35N4O9S,H48C34CxN4O9S,H48C35N4O9Sx,H48C35N4O8OxS,H48C33Cx2N4O9S,H48C32Cx3N4O9S	-1,1
700	H50C42N2O3Cl2,H50C41CxN2O3Cl2,H50C42N2O3ClClx,H50C42N2O2OxCl2,H50C40Cx2N2O3Cl2,H50C39Cx3N2O3Cl2	-1,1
700	H42C37N8O4F2,H42C36CxN8O4F2,H42C37N8O3OxF2,H42C35Cx2N8O4F2,H42C34Cx3N8O4F2	-1,1
700	H56C35O14,H56C34CxO14,H56C35O13Ox,H56C33Cx2O14,H56C32Cx3O14	-1,1
700	H56C28N14O7,H56C27CxN14O7,H56C28N14O6Ox,H56C26Cx2N14O7,H56C25Cx3N14O7	-1,1
700	H73C39O8P,H73C38CxO8P,H73C39O7OxP,H73C37Cx2O8P,H73C36Cx3O8P	-1,1
700	H77C39N2O6P,H77C38CxN2O6P,H77C39N2O5OxP,H77C37Cx2N2O6P,H77C36Cx3N2O6P	-1,1
700	H84C50O,H84C49CxO,H84C48Cx2O,H84C47Cx3O	-1
701	H35C29N9O12,H35C28CxN9O12,H35C29N9O11Ox,H35C27Cx2N9O12,H35C26Cx3N9O12	-1
701	H42C32N3O9F3S,H42C31CxN3O9F3S,H42C32N3O9F3Sx,H42C32N3O8OxF3S,H42C30Cx2N3O9F3S,H42C29Cx3N3O9F3S	-1,1
701	H37C24N12O13,H37C23CxN12O13,H37C24N12O12Ox,H37C22Cx2N12O13,H37C21Cx3N12O13	-1,1
701	H46C35N7O2Cl3,H46C34CxN7O2Cl3,H46C35N7O2Cl2Clx,H46C35N7OOxCl3,H46C33Cx2N7O2Cl3,H46C32Cx3N7O2Cl3	1
701	H39C24N13O12,H39C23CxN13O12,H39C24N13O11Ox,H39C22Cx2N13O12,H39C21Cx3N13O12	1
701	H43C26N11O12,H43C25CxN11O12,H43C26N11O11Ox,H43C24Cx2N11O12,H43C23Cx3N11O12	-1,1
701	H59C35NO13,H59C34CxNO13,H59C35NO12Ox,H59C33Cx2NO13,H59C32Cx3NO13	1
701	H64C36NO10P,H64C35CxNO10P,H64C36NO9OxP,H64C34Cx2NO10P,H64C33Cx3NO10P	1
701	H72C38NO8P,H72C37CxNO8P,H72C38NO7OxP,H72C36Cx2NO8P,H72C35Cx3NO8P	-1,1
701	H67C39N5O6,H67C38CxN5O6,H67C39N5O5Ox,H67C37Cx2N5O6,H67C36Cx3N5O6	-1,1
701	H75C38N3O4S2,H75C37CxN3O4S2,H75C38N3O4SSx,H75C38N3O3OxS2,H75C36Cx2N3O4S2,H75C35Cx3N3O4S2	-1
701	H76C39NO7P,H76C38CxNO7P,H76C39NO6OxP,H76C37Cx2NO7P,H76C36Cx3NO7P	-1,1
701	H75C39NO9,H75C38CxNO9,H75C39NO8Ox,H75C37Cx2NO9,H75C36Cx3NO9	1
702	H9C10O20Na11,H9C9CxO20Na11,H9C10O19OxNa11,H9C8Cx2O20Na11,H9C7Cx3O20Na11	1
702	H43C23O22P,H43C22CxO22P,H43C23O21OxP,H43C21Cx2O22P,H43C20Cx3O22P	-1
702	H42C31O18,H42C30CxO18,H42C31O17Ox,H42C29Cx2O18,H42C28Cx3O18	-1,1
702	H46C24O23,H46C23CxO23,H46C24O22Ox,H46C22Cx2O23,H46C21Cx3O23	-1,1
702	H34C38N6O8,H34C37CxN6O8,H34C38N6O7Ox,H34C36Cx2N6O8,H34C35Cx3N6O8	-1
702	H36C24N11O14,H36C23CxN11O14,H36C24N11O13Ox,H36C22Cx2N11O14,H36C21Cx3N11O14	-1,1
702	H42C28N6O15,H42C27CxN6O15,H42C28N6O14Ox,H42C26Cx2N6O15,H42C25Cx3N6O15	1
702	H42C26N10O11S,H42C25CxN10O11S,H42C26N10O11Sx,H42C26N10O10OxS,H42C24Cx2N10O11S,H42C23Cx3N10O11S	-1,1
702	H54C30O12S3,H54C29CxO12S3,H54C30O12S2Sx,H54C30O11OxS3,H54C28Cx2O12S3,H54C27Cx3O12S3	-1,1
702	H26C26N26,H26C25CxN26,H26C24Cx2N26,H26C23Cx3N26	1
702	H46C36O14,H46C35CxO14,H46C36O13Ox,H46C34Cx2O14,H46C33Cx3O14	1
702	H46C30N4O15,H46C29CxN4O15,H46C30N4O14Ox,H46C28Cx2N4O15,H46C27Cx3N4O15	-1,1
702	H46C32N8O6S2,H46C31CxN8O6S2,H46C32N8O6SSx,H46C32N8O5OxS2,H46C30Cx2N8O6S2,H46C29Cx3N8O6S2	-1,1
702	H54C39N6O6,H54C38CxN6O6,H54C39N6O5Ox,H54C37Cx2N6O6,H54C36Cx3N6O6	-1,1
702	H54C54,H54C53Cx,H54C52Cx2,H54C51Cx3	-1,1
702	H62C38N4O8,H62C37CxN4O8,H62C38N4O7Ox,H62C36Cx2N4O8,H62C35Cx3N4O8	-1,1
702	H70C50O2,H70C49CxO2,H70C50OOx,H70C48Cx2O2,H70C47Cx3O2	-1,1
702	H74C43O7,H74C42CxO7,H74C43O6Ox,H74C41Cx2O7,H74C40Cx3O7	-1,1
702	H79C39N2O6P,H79C38CxN2O6P,H79C39N2O5OxP,H79C37Cx2N2O6P,H79C36Cx3N2O6P	1
702	H78C52,H78C51Cx,H78C50Cx2,H78C49Cx3	1
703	H60O35SV,H60O35SxV,H60O34OxSV	1
703	H57C14NO29,H57C13CxNO29,H57C14NO28Ox,H57C12Cx2NO29,H57C11Cx3NO29	1
703	H46C34N5O8FS,H46C33CxN5O8FS,H46C34N5O8FSx,H46C34N5O7OxFS,H46C32Cx2N5O8FS,H46C31Cx3N5O8FS	-1,1
703	H53C29NO18,H53C28CxNO18,H53C29NO17Ox,H53C27Cx2NO18,H53C26Cx3NO18	-1,1
703	H61C31NO10S3,H61C30CxNO10S3,H61C31NO10S2Sx,H61C31NO9OxS3,H61C29Cx2NO10S3,H61C28Cx3NO10S3	-1,1
703	H61C39NO10,H61C38CxNO10,H61C39NO9Ox,H61C37Cx2NO10,H61C36Cx3NO10	1
703	H57C40N5O6,H57C39CxN5O6,H57C40N5O5Ox,H57C38Cx2N5O6,H57C37Cx3N5O6	-1,1
703	H66C36NO10P,H66C35CxNO10P,H66C36NO9OxP,H66C34Cx2NO10P,H66C33Cx3NO10P	-1,1
703	H65C36NO12,H65C35CxNO12,H65C36NO11Ox,H65C34Cx2NO12,H65C33Cx3NO12	1
703	H74C34NO11P,H74C33CxNO11P,H74C34NO10OxP,H74C32Cx2NO11P,H74C31Cx3NO11P	1
703	H74C38NO8P,H74C37CxNO8P,H74C38NO7OxP,H74C36Cx2NO8P,H74C35Cx3NO8P	-1,1
703	H78C39NO7P,H78C38CxNO7P,H78C39NO6OxP,H78C37Cx2NO7P,H78C36Cx3NO7P	-1,1
703	H77C39NO9,H77C38CxNO9,H77C39NO8Ox,H77C37Cx2NO9,H77C36Cx3NO9	1
704	H8O28P8,H8O27OxP8	1
703	H95C48O2,H95C47CxO2,H95C48OOx,H95C46Cx2O2,H95C45Cx3O2	-1,1
704	H22C22F22,H22C21CxF22,H22C20Cx2F22,H22C19Cx3F22	-1,1
704	H38C35N8O4Cl2,H38C34CxN8O4Cl2,H38C35N8O4ClClx,H38C35N8O3OxCl2,H38C33Cx2N8O4Cl2,H38C32Cx3N8O4Cl2	-1,1
704	H44C35O15,H44C34CxO15,H44C35O14Ox,H44C33Cx2O15,H44C32Cx3O15	-1,1
704	H51C37N4O6F3,H51C36CxN4O6F3,H51C37N4O5OxF3,H51C35Cx2N4O6F3,H51C34Cx3N4O6F3	-1,1
704	H52C38N6O7,H52C37CxN6O7,H52C38N6O6Ox,H52C36Cx2N6O7,H52C35Cx3N6O7	1
704	H52C43N4O5,H52C42CxN4O5,H52C43N4O4Ox,H52C41Cx2N4O5,H52C40Cx3N4O5	-1,1
704	H60C39O11,H60C38CxO11,H60C39O10Ox,H60C37Cx2O11,H60C36Cx3O11	-1,1
704	H64C32O16,H64C31CxO16,H64C32O15Ox,H64C30Cx2O16,H64C29Cx3O16	1
704	H64C34N4O7S2,H64C33CxN4O7S2,H64C34N4O7SSx,H64C34N4O6OxS2,H64C32Cx2N4O7S2,H64C31Cx3N4O7S2	1
704	H81C39N2O6P,H81C38CxN2O6P,H81C39N2O5OxP,H81C37Cx2N2O6P,H81C36Cx3N2O6P	1
704	H84C49O2,H84C48CxO2,H84C49OOx,H84C47Cx2O2,H84C46Cx3O2	1
704	H100C48N2,H100C47CxN2,H100C46Cx2N2,H100C45Cx3N2	1
705	HC16O32,HC15CxO32,HC16O31Ox,HC14Cx2O32,HC13Cx3O32	1
705	H45C35N3O6SCl2,H45C34CxN3O6SCl2,H45C35N3O6SxCl2,H45C35N3O6SClClx,H45C35N3O5OxSCl2,H45C33Cx2N3O6SCl2,H45C32Cx3N3O6SCl2	-1,1
705	H43C32N3O7F3SCl,H43C31CxN3O7F3SCl,H43C32N3O7F3SxCl,H43C32N3O7F3SClx,H43C32N3O6OxF3SCl,H43C30Cx2N3O7F3SCl,H43C29Cx3N3O7F3SCl	-1,1
705	H44C34N3O8FS2,H44C33CxN3O8FS2,H44C34N3O8FSSx,H44C34N3O7OxFS2,H44C32Cx2N3O8FS2,H44C31Cx3N3O8FS2	-1,1
705	H39C35N5O11,H39C34CxN5O11,H39C35N5O10Ox,H39C33Cx2N5O11,H39C32Cx3N5O11	-1,1
705	H44C32N7O7SCl,H44C31CxN7O7SCl,H44C32N7O7SxCl,H44C32N7O7SClx,H44C32N7O6OxSCl,H44C30Cx2N7O7SCl,H44C29Cx3N7O7SCl	1
705	H63C11NO31,H63C10CxNO31,H63C11NO30Ox,H63C9Cx2NO31,H63C8Cx3NO31	-1,1
705	H56C32N3O10PS,H56C31CxN3O10PS,H56C32N3O10PSx,H56C32N3O9OxPS,H56C30Cx2N3O10PS,H56C29Cx3N3O10PS	-1
705	H59C34NO14,H59C33CxNO14,H59C34NO13Ox,H59C32Cx2NO14,H59C31Cx3NO14	1
705	H68C36NO10P,H68C35CxNO10P,H68C36NO9OxP,H68C34Cx2NO10P,H68C33Cx3NO10P	-1,1
